application_id,customer_id,application_date,channel,customer_segment,age_group,employment_status,annual_income,monthly_expenses,existing_loans,requested_amount,loan_term_months,debt_to_income_ratio,credit_history_length,previous_defaults,documents_complete,verification_errors,manual_review,processing_time_hours,decision,decision_reason,application_status,annual_income_imputed
APP-002583,CUST-002583,2025-12-25,branch,self_employed,36-45,self_employed,93268.29,5842.84,3,87529.15,120,0.399,5.9,0,True,0,False,15.8,approved,stable income relative to requested amount,completed,False
APP-016784,CUST-016784,2025-07-17,mobile_app,retail_mass,46-55,employed,40927.01,2394.25,0,38642.53,36,0.264,11.6,1,True,1,True,108.3,,customer withdrew before a decision was reached,withdrawn,False
APP-003609,CUST-003609,2026-01-03,online,retail_mass,65+,employed,30806.46,1303.63,1,15840.78,60,0.286,48.9,0,True,0,False,25.5,approved,acceptable debt-to-income ratio,completed,False
APP-003334,CUST-003334,2025-02-07,mobile_app,self_employed,18-25,self_employed,24654.17,1084.83,2,31021.57,60,0.362,0.4,0,True,0,False,19.6,approved,acceptable debt-to-income ratio,completed,False
APP-008196,CUST-008196,2025-06-30,online,retail_affluent,56-65,employed,83732.22,5510.31,0,138370.08,84,0.27,17.2,0,True,1,False,32.1,approved,acceptable debt-to-income ratio,completed,False
APP-003562,CUST-003562,2025-08-17,branch,retail_affluent,36-45,employed,68023.84,4164.32,0,46178.73,24,0.27,3.3,0,True,0,False,20.9,,customer withdrew before a decision was reached,withdrawn,False
APP-017164,CUST-017164,2025-06-16,online,retail_affluent,46-55,employed,70151.93,3171.69,0,100407.77,60,0.239,11.6,0,True,0,False,24.7,approved,clean credit history,completed,False
APP-001475,CUST-001475,2025-06-13,online,retail_mass,36-45,employed,33967.89,1978.4,0,16569.06,36,0.247,14.2,0,True,0,False,23.8,approved,clean credit history,completed,False
APP-000130,CUST-000130,2025-11-04,broker,retail_affluent,26-35,employed,113671.12,3618.36,1,180094.83,24,0.161,2.3,0,True,0,False,19.1,approved,acceptable debt-to-income ratio,completed,False
APP-009243,CUST-009243,2026-05-27,branch,retail_mass,36-45,employed,30483.46,1499.52,1,9997.81,12,0.322,1.0,0,True,0,False,23.6,approved,acceptable debt-to-income ratio,completed,False
APP-016047,CUST-016047,2025-08-13,broker,retail_mass,56-65,employed,43464.08,1684.04,1,46111.09,60,0.281,19.1,0,True,0,False,17.2,approved,acceptable debt-to-income ratio,completed,False
APP-018576,CUST-018576,2026-06-08,mobile_app,small_business,46-55,unemployed,21250.44,809.12,1,56940.32,48,0.299,20.9,1,True,0,False,14.7,rejected,previous credit default on record,completed,False
APP-013611,CUST-013611,2026-02-25,online,retail_affluent,65+,retired,24908.99,783.79,0,49195.61,60,0.137,42.4,0,False,3,True,110.0,approved,stable income relative to requested amount,completed,False
APP-019186,CUST-019186,2025-06-09,mobile_app,retail_affluent,65+,retired,56334.56,2282.68,3,63716.64,84,0.298,18.5,0,False,3,False,57.9,rejected,incomplete documentation,completed,False
APP-019230,CUST-019230,2025-03-23,branch,retail_affluent,46-55,employed,91433.47,4333.85,2,91022.59,84,0.306,31.3,0,True,1,False,16.9,approved,clean credit history,completed,False
APP-014554,CUST-014554,2025-07-13,phone,retail_mass,36-45,employed,54885.32,2932.81,1,45214.32,84,0.294,15.8,0,True,2,False,28.1,approved,clean credit history,completed,False
APP-002751,CUST-002751,2025-02-12,online,self_employed,46-55,self_employed,67843.89,2314.14,3,35576.99,60,0.264,9.1,0,True,0,False,29.9,approved,clean credit history,completed,False
APP-013348,CUST-013348,2025-12-15,online,retail_affluent,26-35,unemployed,21128.84,1228.77,1,40302.49,60,0.437,1.3,1,True,1,False,24.2,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-007197,CUST-007197,2026-06-03,online,small_business,36-45,self_employed,24225.57,1553.48,0,38230.23,60,0.317,9.2,0,False,2,False,55.5,approved,clean credit history,completed,False
APP-009338,CUST-009338,2026-01-13,broker,retail_mass,26-35,employed,49685.01,2328.38,1,58519.03,60,0.294,10.1,0,True,1,False,31.1,approved,clean credit history,completed,False
APP-013282,CUST-013282,2026-01-21,branch,retail_mass,56-65,employed,49046.82,1931.06,0,32338.73,60,0.169,40.5,0,True,0,False,28.4,approved,acceptable debt-to-income ratio,completed,False
APP-013916,CUST-013916,2025-03-16,online,retail_mass,56-65,employed,43172.46,2011.22,0,18807.5,84,0.212,12.4,0,True,0,False,11.8,approved,acceptable debt-to-income ratio,completed,False
APP-001825,CUST-001825,2026-05-07,online,retail_mass,36-45,employed,27860.15,823.29,0,30233.3,60,0.122,6.6,0,True,0,False,24.9,approved,clean credit history,completed,False
APP-017865,CUST-017865,2025-03-17,online,small_business,56-65,self_employed,42348.57,2614.18,0,54069.63,60,0.241,12.7,0,False,2,True,85.1,approved,acceptable debt-to-income ratio,completed,True
APP-009397,CUST-009397,2025-10-13,online,self_employed,18-25,employed,25575.48,1176.98,1,36894.82,24,0.33,2.5,0,False,3,True,126.8,,customer withdrew before a decision was reached,withdrawn,False
APP-008341,CUST-008341,2026-06-09,branch,retail_mass,56-65,employed,52750.68,1956.5,0,47209.64,48,0.166,0.2,0,True,0,False,17.6,approved,clean credit history,completed,False
APP-003971,CUST-003971,2026-05-20,online,retail_mass,26-35,employed,35500.99,1617.98,1,39461.79,24,0.292,10.3,0,True,0,False,14.0,approved,clean credit history,completed,False
APP-000339,CUST-000339,2026-06-04,branch,retail_affluent,18-25,employed,88795.51,3404.94,0,53913.21,60,0.192,0.8,0,True,1,False,21.6,approved,stable income relative to requested amount,completed,False
APP-017573,CUST-017573,2025-12-01,mobile_app,retail_mass,56-65,employed,62642.54,4332.88,2,60806.53,120,0.409,12.1,1,True,0,False,27.2,approved,stable income relative to requested amount,completed,False
APP-019995,CUST-019995,2025-03-30,branch,self_employed,36-45,self_employed,35186.79,1548.49,1,28092.95,84,0.289,14.4,0,True,0,False,24.3,approved,acceptable debt-to-income ratio,completed,False
APP-009674,CUST-009674,2025-08-07,branch,small_business,18-25,self_employed,37012.77,1993.15,2,88012.19,36,0.357,0.4,0,True,0,False,18.0,approved,clean credit history,completed,False
APP-010605,CUST-010605,2026-01-31,branch,retail_mass,36-45,employed,60960.27,2981.69,2,19845.01,24,0.268,8.4,1,True,1,True,85.2,approved,acceptable debt-to-income ratio,completed,False
APP-006467,CUST-006467,2025-02-22,phone,retail_affluent,26-35,self_employed,81321.81,3769.63,1,78737.32,48,0.247,0.5,0,True,0,False,26.4,approved,stable income relative to requested amount,completed,False
APP-014428,CUST-014428,2025-10-22,broker,retail_mass,46-55,employed,31354.89,1446.91,1,12547.04,48,0.287,6.3,0,True,0,False,14.3,approved,acceptable debt-to-income ratio,completed,False
APP-004166,CUST-004166,2025-09-08,mobile_app,self_employed,46-55,self_employed,31607.51,1074.54,1,28310.09,48,0.232,17.6,0,True,0,False,25.7,approved,stable income relative to requested amount,completed,False
APP-002216,CUST-002216,2025-09-02,mobile_app,self_employed,65+,retired,19926.17,821.11,1,31606.43,36,0.262,16.2,0,True,0,False,12.7,approved,acceptable debt-to-income ratio,completed,False
APP-002995,CUST-002995,2025-12-10,mobile_app,retail_mass,26-35,employed,20141.64,1420.14,0,11372.48,36,0.334,2.3,0,True,1,False,22.9,approved,clean credit history,completed,False
APP-015242,CUST-015242,2025-06-24,online,retail_affluent,56-65,employed,85697.19,3020.07,1,112719.1,120,0.218,6.6,0,True,1,False,17.9,approved,clean credit history,completed,False
APP-016175,CUST-016175,2025-04-03,online,retail_mass,46-55,employed,66707.21,2167.39,0,43488.72,84,0.199,0.1,0,True,0,False,20.3,approved,acceptable debt-to-income ratio,completed,False
APP-011269,CUST-011269,2025-03-01,online,retail_affluent,36-45,employed,58295.14,1826.72,2,87204.31,60,0.233,19.5,1,True,0,True,68.0,rejected,previous credit default on record,completed,False
APP-013894,CUST-013894,2026-05-18,branch,self_employed,36-45,self_employed,20032.77,826.07,1,33810.37,36,0.328,8.3,0,True,0,False,25.2,approved,stable income relative to requested amount,completed,False
APP-014989,CUST-014989,2026-05-05,online,small_business,36-45,self_employed,22200.94,849.23,1,52491.09,36,0.259,16.9,0,True,1,False,22.1,approved,acceptable debt-to-income ratio,completed,False
APP-009070,CUST-009070,2025-03-02,mobile_app,retail_mass,65+,retired,21219.33,688.44,0,12336.91,48,0.139,32.5,0,True,2,False,28.6,approved,clean credit history,completed,False
APP-007885,CUST-007885,2025-04-13,mobile_app,retail_mass,36-45,employed,87751.17,3839.03,2,92319.4,36,0.19,17.3,0,True,0,True,66.9,,customer withdrew before a decision was reached,withdrawn,False
APP-012163,CUST-012163,2025-01-17,branch,retail_mass,26-35,employed,52917.38,2335.57,0,30924.84,84,0.202,9.1,0,True,1,False,19.8,approved,acceptable debt-to-income ratio,completed,False
APP-016359,CUST-016359,2025-08-01,broker,self_employed,56-65,self_employed,27498.11,1434.89,0,41430.44,24,0.26,5.6,0,True,1,False,31.0,approved,clean credit history,completed,False
APP-009926,CUST-009926,2025-11-07,branch,self_employed,18-25,self_employed,40001.16,1978.91,0,37409.49,12,0.231,1.3,0,True,0,False,21.5,approved,clean credit history,completed,False
APP-014432,CUST-014432,2026-05-12,mobile_app,retail_affluent,56-65,employed,105321.95,3404.01,5,72908.68,36,0.226,4.2,0,True,0,False,20.6,approved,acceptable debt-to-income ratio,completed,False
APP-014615,CUST-014615,2026-03-05,mobile_app,retail_affluent,46-55,employed,58972.99,2174.31,0,72221.68,48,0.2,17.5,2,True,0,False,13.2,approved,clean credit history,completed,False
APP-007092,CUST-007092,2025-08-17,branch,retail_mass,65+,retired,28509.32,1070.22,1,31452.93,24,0.319,20.9,0,True,0,False,21.1,approved,acceptable debt-to-income ratio,completed,False
APP-012064,CUST-012064,2025-05-20,branch,retail_mass,36-45,employed,47286.7,2636.59,1,53315.97,48,0.288,20.4,0,True,0,False,19.2,approved,acceptable debt-to-income ratio,completed,False
APP-003223,CUST-003223,2026-02-27,online,self_employed,46-55,self_employed,120717.9,8193.62,3,50476.1,48,0.378,13.9,0,True,0,False,18.7,approved,acceptable debt-to-income ratio,completed,False
APP-009315,CUST-009315,2025-02-26,online,retail_mass,56-65,retired,16196.1,709.21,0,6108.14,24,0.179,39.1,0,True,2,False,28.4,approved,acceptable debt-to-income ratio,completed,False
APP-014259,CUST-014259,2025-06-14,online,retail_mass,36-45,unemployed,11199.74,474.4,0,7621.82,36,0.146,8.0,0,True,0,False,11.4,approved,acceptable debt-to-income ratio,completed,False
APP-014080,CUST-014080,2025-03-01,mobile_app,retail_mass,65+,employed,59236.89,2239.83,1,69854.69,120,0.213,48.1,0,False,2,False,53.7,rejected,incomplete documentation,completed,False
APP-000449,CUST-000449,2025-06-04,online,retail_affluent,46-55,employed,78595.28,2950.42,2,108900.45,120,0.211,26.9,0,True,0,False,15.4,approved,clean credit history,completed,False
APP-007931,CUST-007931,2025-02-17,mobile_app,small_business,26-35,self_employed,32495.85,1676.34,1,92720.68,84,0.283,10.1,0,True,1,False,21.9,approved,acceptable debt-to-income ratio,completed,False
APP-016278,CUST-016278,2025-06-20,branch,retail_affluent,18-25,employed,43396.36,2421.74,0,68306.02,36,0.265,2.6,0,True,0,False,24.7,approved,acceptable debt-to-income ratio,completed,False
APP-011513,CUST-011513,2025-03-18,online,self_employed,56-65,self_employed,24034.76,1318.22,1,11383.31,48,0.373,5.2,0,True,0,False,13.6,approved,acceptable debt-to-income ratio,completed,False
APP-006667,CUST-006667,2025-05-11,branch,retail_mass,36-45,employed,35834.92,2251.05,0,42733.21,36,0.301,17.5,0,True,0,False,22.1,approved,clean credit history,completed,False
APP-014807,CUST-014807,2025-10-07,online,small_business,36-45,employed,49763.94,1525.24,1,90792.71,60,0.184,10.0,0,True,1,False,31.5,approved,stable income relative to requested amount,completed,False
APP-010633,CUST-010633,2025-01-20,broker,small_business,56-65,self_employed,71116.88,3664.39,2,89711.47,120,0.335,20.6,0,False,3,True,131.1,approved,clean credit history,completed,False
APP-005923,CUST-005923,2026-06-13,branch,small_business,56-65,employed,37851.15,1808.19,0,55519.02,48,0.288,1.3,0,True,0,False,21.5,approved,acceptable debt-to-income ratio,completed,False
APP-000535,CUST-000535,2025-03-24,online,retail_mass,56-65,employed,27024.4,895.7,0,27946.47,48,0.146,15.4,0,True,0,False,9.4,approved,clean credit history,completed,False
APP-016623,CUST-016623,2025-06-20,broker,retail_affluent,65+,retired,32032.26,1692.54,0,40253.52,36,0.241,27.1,0,True,0,False,22.0,approved,stable income relative to requested amount,completed,False
APP-008977,CUST-008977,2025-06-05,broker,retail_mass,36-45,employed,44582.98,2098.23,0,42831.57,36,0.236,8.8,0,True,3,True,114.2,approved,clean credit history,completed,False
APP-001836,CUST-001836,2026-05-28,mobile_app,retail_mass,46-55,employed,27640.37,1931.17,1,32919.7,12,0.358,22.2,0,False,3,False,57.0,approved,stable income relative to requested amount,completed,False
APP-019106,CUST-019106,2025-01-15,online,retail_mass,56-65,employed,57827.93,2782.67,0,25970.3,48,0.254,24.4,0,True,0,False,15.7,approved,acceptable debt-to-income ratio,completed,False
APP-007747,CUST-007747,2025-03-05,branch,self_employed,65+,retired,14429.7,960.21,1,18267.86,48,0.459,7.0,0,True,0,False,14.2,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-014488,CUST-014488,2025-01-15,phone,retail_mass,36-45,employed,34060.73,2237.04,0,26864.94,60,0.279,11.9,0,True,0,False,25.7,approved,acceptable debt-to-income ratio,completed,False
APP-019226,CUST-019226,2025-08-20,online,retail_mass,26-35,employed,35386.33,2496.56,1,40981.8,24,0.363,2.5,0,False,2,True,117.5,approved,acceptable debt-to-income ratio,completed,False
APP-009688,CUST-009688,2025-05-28,online,retail_affluent,36-45,employed,74985.82,4334.36,2,120477.67,48,0.36,10.1,0,True,0,False,15.1,approved,clean credit history,completed,False
APP-001890,CUST-001890,2025-04-10,mobile_app,retail_mass,46-55,employed,34673.99,1395.73,2,34848.34,48,0.282,15.2,0,True,0,False,22.2,approved,stable income relative to requested amount,completed,False
APP-005852,CUST-005852,2025-05-18,broker,self_employed,18-25,self_employed,92488.45,5546.29,3,51010.77,48,0.388,2.3,0,True,1,True,32.5,approved,acceptable debt-to-income ratio,completed,False
APP-006003,CUST-006003,2025-11-19,online,retail_mass,36-45,unemployed,11473.86,572.98,0,3536.81,12,0.233,17.6,0,True,0,False,12.8,approved,clean credit history,completed,False
APP-001688,CUST-001688,2026-05-27,mobile_app,retail_affluent,36-45,employed,107043.94,6937.46,1,127030.47,48,0.356,1.1,0,True,0,False,16.2,approved,clean credit history,completed,False
APP-014557,CUST-014557,2025-11-29,online,retail_mass,26-35,employed,36302.68,1359.46,0,36542.25,60,0.136,8.6,0,True,0,False,8.8,approved,stable income relative to requested amount,completed,False
APP-008361,CUST-008361,2026-01-30,branch,retail_mass,26-35,unemployed,16207.35,520.86,0,13851.05,60,0.165,10.2,0,True,0,False,16.8,approved,stable income relative to requested amount,completed,False
APP-010883,CUST-010883,2026-03-19,online,retail_affluent,65+,retired,47681.33,1991.19,0,90357.23,24,0.226,22.5,0,True,0,False,14.3,approved,stable income relative to requested amount,completed,False
APP-007924,CUST-007924,2025-03-10,phone,retail_mass,18-25,employed,33335.5,1997.08,0,33173.98,84,0.25,0.3,0,False,1,True,92.3,approved,acceptable debt-to-income ratio,completed,False
APP-007562,CUST-007562,2025-09-24,broker,retail_mass,46-55,employed,44439.32,1365.34,1,14185.66,48,0.161,10.0,0,True,0,False,13.8,approved,stable income relative to requested amount,completed,False
APP-007744,CUST-007744,2025-03-29,mobile_app,retail_mass,46-55,employed,25441.37,839.92,0,14131.68,24,0.195,22.0,0,True,0,False,25.0,approved,acceptable debt-to-income ratio,completed,False
APP-012824,CUST-012824,2025-10-14,mobile_app,retail_mass,56-65,employed,27264.77,1823.89,0,12901.61,24,0.346,1.4,1,False,2,True,123.6,rejected,previous credit default on record,completed,False
APP-000454,CUST-000454,2025-11-21,mobile_app,small_business,36-45,self_employed,132267.65,4581.8,2,249028.81,84,0.268,16.5,0,True,0,False,24.2,approved,acceptable debt-to-income ratio,completed,False
APP-017896,CUST-017896,2025-07-29,mobile_app,retail_mass,18-25,employed,88872.14,3711.2,1,63910.52,60,0.216,2.3,0,False,2,True,98.5,approved,clean credit history,completed,False
APP-018291,CUST-018291,2026-01-26,online,retail_mass,46-55,employed,34555.26,1936.2,0,18849.42,36,0.303,9.6,0,True,0,False,22.5,approved,stable income relative to requested amount,completed,False
APP-012974,CUST-012974,2025-01-06,broker,retail_affluent,26-35,employed,76217.14,5015.68,1,139514.09,36,0.317,4.6,0,False,1,False,54.3,approved,clean credit history,completed,False
APP-003852,CUST-003852,2025-02-25,online,retail_mass,65+,retired,28428.27,2001.78,0,32038.55,60,0.335,9.4,0,True,0,False,14.0,approved,acceptable debt-to-income ratio,completed,False
APP-000182,CUST-000182,2025-09-28,online,retail_affluent,26-35,employed,58359.93,4012.15,3,111585.02,120,0.409,6.6,0,True,0,False,11.7,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-005363,CUST-005363,2026-04-10,broker,retail_affluent,26-35,employed,57684.61,2532.79,0,90115.58,60,0.194,11.2,0,True,0,False,29.9,approved,acceptable debt-to-income ratio,completed,False
APP-006733,CUST-006733,2026-01-13,mobile_app,retail_mass,56-65,employed,54846.26,2007.43,0,42299.96,36,0.132,19.0,0,True,0,False,22.0,approved,acceptable debt-to-income ratio,completed,False
APP-018097,CUST-018097,2026-06-25,online,retail_mass,26-35,employed,35923.12,1720.07,0,15385.54,60,0.218,10.5,0,True,0,False,18.6,approved,clean credit history,completed,False
APP-010649,CUST-010649,2025-03-19,online,retail_mass,56-65,self_employed,44653.53,2830.94,0,24814.33,48,0.375,31.9,0,False,1,False,40.6,approved,stable income relative to requested amount,completed,False
APP-019522,CUST-019522,2025-09-25,broker,retail_mass,36-45,employed,22204.75,788.92,0,24701.94,48,0.144,11.0,0,True,0,False,13.9,approved,stable income relative to requested amount,completed,False
APP-000099,CUST-000099,2025-03-16,online,retail_affluent,46-55,employed,208445.24,7546.56,1,199962.14,84,0.168,10.7,0,True,0,False,22.4,approved,clean credit history,completed,False
APP-009418,CUST-009418,2025-02-08,online,self_employed,36-45,self_employed,81300.65,5255.36,2,138662.04,60,0.412,21.0,0,True,0,True,82.6,approved,clean credit history,completed,False
APP-006153,CUST-006153,2025-07-02,mobile_app,retail_mass,56-65,employed,47066.91,2103.82,0,22433.04,36,0.266,33.0,0,True,0,False,11.5,approved,clean credit history,completed,False
APP-006237,CUST-006237,2025-05-27,mobile_app,retail_affluent,56-65,employed,44236.47,3111.72,0,53765.2,84,0.352,29.2,0,True,0,False,16.3,approved,stable income relative to requested amount,completed,False
APP-013572,CUST-013572,2025-02-20,branch,self_employed,26-35,employed,15155.83,742.29,2,19923.92,60,0.463,5.0,0,True,1,False,22.6,,customer withdrew before a decision was reached,withdrawn,False
APP-007802,CUST-007802,2026-02-04,mobile_app,retail_affluent,26-35,employed,104635.72,3211.3,1,185078.2,120,0.19,6.9,0,False,3,True,105.4,rejected,incomplete documentation,completed,False
APP-007947,CUST-007947,2025-04-16,mobile_app,retail_mass,46-55,employed,25278.46,1747.68,0,17599.11,60,0.375,17.7,0,True,0,False,13.3,approved,clean credit history,completed,False
APP-001707,CUST-001707,2026-05-13,online,retail_mass,65+,retired,18306.84,635.73,0,17969.41,60,0.147,2.4,0,True,0,False,21.2,rejected,income insufficient relative to requested amount,completed,False
APP-000254,CUST-000254,2025-12-26,branch,retail_mass,46-55,employed,44590.6,2718.85,1,52791.64,120,0.332,28.2,0,True,0,False,14.7,approved,clean credit history,completed,False
APP-019351,CUST-019351,2025-02-27,online,retail_mass,56-65,self_employed,43424.92,1932.12,0,50798.4,24,0.216,24.1,0,True,0,False,9.2,rejected,income insufficient relative to requested amount,completed,False
APP-010671,CUST-010671,2026-02-27,online,retail_affluent,26-35,employed,84767.48,3174.8,0,82905.28,48,0.149,1.2,0,True,0,False,9.7,approved,clean credit history,completed,False
APP-001302,CUST-001302,2026-01-16,phone,retail_mass,46-55,employed,68929.74,3542.67,0,66960.11,120,0.196,18.2,0,False,2,True,145.9,approved,acceptable debt-to-income ratio,completed,False
APP-019335,CUST-019335,2026-06-27,broker,retail_affluent,36-45,employed,100786.51,4712.43,1,85540.91,84,0.285,16.6,0,True,1,False,20.1,approved,acceptable debt-to-income ratio,completed,False
APP-009990,CUST-009990,2025-06-22,mobile_app,small_business,26-35,self_employed,79486.71,4005.42,0,112102.56,60,0.199,6.5,0,False,3,True,100.5,rejected,incomplete documentation,completed,False
APP-011409,CUST-011409,2025-10-19,mobile_app,self_employed,46-55,self_employed,103288.46,6364.23,1,101097.8,60,0.332,18.5,0,True,1,True,96.8,,customer withdrew before a decision was reached,withdrawn,False
APP-005081,CUST-005081,2025-10-03,mobile_app,retail_mass,46-55,employed,82968.09,4538.48,1,33547.73,12,0.256,21.3,0,False,2,True,133.5,approved,clean credit history,completed,False
APP-003930,CUST-003930,2026-01-21,broker,self_employed,18-25,self_employed,6274.53,386.76,1,2846.48,36,0.552,1.8,0,True,0,True,33.6,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-010246,CUST-010246,2025-05-21,online,self_employed,26-35,self_employed,16311.73,1070.75,0,14861.0,36,0.366,7.1,0,True,0,False,21.1,approved,clean credit history,completed,False
APP-000933,CUST-000933,2025-12-20,mobile_app,retail_affluent,26-35,retired,36635.11,1459.92,0,24384.9,12,0.238,10.0,0,True,2,True,134.5,rejected,income insufficient relative to requested amount,completed,False
APP-005631,CUST-005631,2025-10-31,mobile_app,small_business,18-25,self_employed,72835.38,3174.4,2,139242.46,24,0.18,0.6,0,True,0,False,16.6,approved,acceptable debt-to-income ratio,completed,False
APP-013471,CUST-013471,2026-06-17,online,retail_mass,36-45,self_employed,11876.36,791.15,1,12147.53,24,0.428,16.4,0,True,1,True,95.3,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-006373,CUST-006373,2026-01-31,branch,retail_mass,56-65,employed,33891.6,1582.25,0,31305.42,84,0.256,7.7,0,False,3,True,126.1,approved,stable income relative to requested amount,completed,False
APP-002009,CUST-002009,2025-12-10,mobile_app,self_employed,26-35,self_employed,29958.95,1120.22,1,39757.48,60,0.202,1.2,0,True,0,False,13.3,approved,acceptable debt-to-income ratio,completed,False
APP-007948,CUST-007948,2025-11-11,online,retail_mass,36-45,employed,130645.63,5802.31,3,86006.76,36,0.244,12.4,0,True,0,False,16.1,approved,stable income relative to requested amount,completed,False
APP-006113,CUST-006113,2025-12-02,broker,retail_affluent,36-45,employed,95292.3,6605.2,1,48723.37,12,0.366,12.5,0,True,0,False,21.6,approved,acceptable debt-to-income ratio,completed,False
APP-002874,CUST-002874,2025-07-27,mobile_app,retail_mass,56-65,employed,50943.35,3390.82,1,42854.33,36,0.387,41.7,0,True,0,True,56.9,approved,stable income relative to requested amount,completed,False
APP-012252,CUST-012252,2025-10-04,branch,small_business,36-45,self_employed,17628.29,1017.44,0,25170.0,36,0.271,16.6,0,True,0,False,16.1,approved,clean credit history,completed,False
APP-001037,CUST-001037,2025-01-07,mobile_app,retail_mass,36-45,employed,22296.48,813.96,0,17949.79,60,0.134,10.2,0,True,0,False,17.2,approved,stable income relative to requested amount,completed,False
APP-002704,CUST-002704,2025-02-05,mobile_app,retail_affluent,26-35,employed,64657.38,2976.86,0,111991.53,60,0.226,0.5,0,True,0,False,18.7,approved,stable income relative to requested amount,completed,False
APP-010463,CUST-010463,2026-05-14,mobile_app,retail_affluent,18-25,employed,73047.39,3812.18,0,46232.35,60,0.245,2.1,0,False,2,False,54.2,approved,stable income relative to requested amount,completed,False
APP-007782,CUST-007782,2026-04-05,online,self_employed,26-35,self_employed,69568.11,3807.48,2,121781.49,60,0.296,2.3,0,True,1,False,23.5,rejected,income insufficient relative to requested amount,completed,False
APP-009161,CUST-009161,2026-01-04,branch,self_employed,36-45,self_employed,36363.11,1434.63,1,28183.92,48,0.222,6.4,0,False,1,False,35.8,approved,clean credit history,completed,False
APP-013563,CUST-013563,2025-07-28,online,small_business,46-55,self_employed,34336.7,1730.61,1,64919.85,84,0.307,16.6,0,True,0,False,13.6,approved,clean credit history,completed,False
APP-011315,CUST-011315,2026-03-12,branch,small_business,26-35,self_employed,43234.27,2829.92,1,79012.07,48,0.317,9.3,1,True,0,False,10.5,rejected,previous credit default on record,completed,False
APP-011942,CUST-011942,2025-07-30,mobile_app,self_employed,46-55,self_employed,40800.81,2540.37,2,64055.95,60,0.363,15.7,0,True,0,False,16.7,approved,acceptable debt-to-income ratio,completed,False
APP-019924,CUST-019924,2025-10-30,broker,small_business,36-45,employed,39634.7,1396.93,1,112947.27,36,0.228,3.5,0,True,0,True,107.5,approved,clean credit history,completed,False
APP-009740,CUST-009740,2025-07-09,mobile_app,self_employed,46-55,self_employed,33203.06,1704.12,0,53273.8,120,0.236,14.6,0,True,0,False,10.3,approved,stable income relative to requested amount,completed,False
APP-014525,CUST-014525,2025-10-25,mobile_app,retail_mass,26-35,employed,52133.74,2980.17,2,28039.73,48,0.365,10.0,0,True,1,False,22.6,approved,acceptable debt-to-income ratio,completed,False
APP-019670,CUST-019670,2025-08-13,mobile_app,small_business,36-45,self_employed,51552.14,3481.56,0,52754.92,60,0.306,9.2,0,True,1,False,34.3,approved,acceptable debt-to-income ratio,completed,False
APP-011726,CUST-011726,2026-01-13,broker,retail_affluent,56-65,employed,195446.24,13506.45,2,377347.06,48,0.336,37.5,0,True,0,False,21.9,approved,stable income relative to requested amount,completed,False
APP-014998,CUST-014998,2025-09-13,online,retail_mass,36-45,employed,30160.62,1222.97,0,26209.29,24,0.192,15.1,0,True,0,False,6.1,approved,acceptable debt-to-income ratio,completed,False
APP-014444,CUST-014444,2025-03-26,branch,retail_mass,46-55,employed,43869.59,2255.38,1,21835.75,36,0.298,3.9,0,True,0,False,17.9,approved,stable income relative to requested amount,completed,False
APP-008639,CUST-008639,2025-08-04,phone,retail_mass,65+,retired,15601.86,874.92,0,17861.78,60,0.252,11.9,0,False,1,False,48.1,rejected,incomplete documentation,completed,False
APP-008440,CUST-008440,2025-09-12,phone,retail_mass,26-35,employed,43831.02,2471.15,1,33364.94,36,0.29,3.5,0,True,0,False,22.6,approved,stable income relative to requested amount,completed,False
APP-001540,CUST-001540,2025-09-16,broker,retail_affluent,26-35,employed,176256.7,12341.14,3,228960.43,48,0.377,11.4,0,True,0,False,25.6,approved,clean credit history,completed,False
APP-012221,CUST-012221,2025-02-14,branch,retail_mass,56-65,employed,29108.43,1815.93,0,12016.74,24,0.296,41.5,0,True,1,False,22.8,approved,stable income relative to requested amount,completed,False
APP-002697,CUST-002697,2025-08-15,branch,retail_affluent,26-35,employed,83773.91,3800.64,0,134870.47,48,0.239,2.9,0,True,0,False,9.1,approved,stable income relative to requested amount,completed,False
APP-002286,CUST-002286,2026-05-09,mobile_app,retail_mass,26-35,unemployed,12839.16,637.24,0,8197.12,36,0.208,10.3,0,False,5,True,78.5,approved,clean credit history,completed,False
APP-007775,CUST-007775,2026-04-08,online,retail_mass,36-45,employed,53606.38,3781.14,0,18253.19,48,0.355,9.5,0,True,0,False,16.2,approved,acceptable debt-to-income ratio,completed,False
APP-018332,CUST-018332,2026-05-26,broker,retail_mass,26-35,self_employed,21432.2,1202.06,1,8217.5,36,0.42,9.3,0,False,1,False,45.9,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-008382,CUST-008382,2025-08-12,online,self_employed,26-35,self_employed,41890.67,1504.24,0,69664.81,36,0.174,1.0,0,True,0,False,24.6,approved,clean credit history,completed,False
APP-013801,CUST-013801,2025-07-14,online,retail_mass,36-45,employed,53534.1,3322.93,0,47166.46,48,0.285,4.3,0,True,0,False,13.7,approved,stable income relative to requested amount,completed,False
